Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
31-Dec-24,EQ,"2,575.00","2,577.75","2,507.45","2,592.35","2,530.00","2,528.65","2,531.14","3,743.90","2,025.00","27,45,674","6,94,96,98,941.75","1,24,232"
30-Dec-24,EQ,"2,425.00","2,610.00","2,421.95","2,409.95","2,585.00","2,592.35","2,549.07","3,743.90","2,025.00","78,25,097","19,94,66,99,899.40","3,38,992"
27-Dec-24,EQ,"2,415.00","2,446.15","2,390.50","2,400.25","2,420.00","2,409.95","2,421.00","3,743.90","2,025.00","19,82,291","4,79,91,17,988.60","73,559"
26-Dec-24,EQ,"2,378.05","2,410.00","2,368.00","2,372.45","2,401.00","2,400.25","2,389.27","3,743.90","2,025.00","8,95,785","2,14,02,70,239.05","63,476"
24-Dec-24,EQ,"2,355.20","2,412.90","2,340.00","2,338.95","2,372.00","2,372.45","2,381.05","3,743.90","2,025.00","11,56,186","2,75,29,41,269.15","70,017"
23-Dec-24,EQ,"2,373.95","2,379.50","2,332.75","2,344.95","2,346.00","2,338.95","2,351.63","3,743.90","2,025.00","7,58,920","1,78,46,98,418.85","54,920"
20-Dec-24,EQ,"2,429.00","2,453.85","2,333.00","2,419.35","2,349.20","2,344.95","2,403.77","3,743.90","2,025.00","13,37,016","3,21,38,74,651.15","75,322"
19-Dec-24,EQ,"2,429.00","2,434.00","2,397.10","2,457.40","2,421.95","2,419.35","2,417.59","3,743.90","2,025.00","11,81,898","2,85,73,43,239.65","74,211"
18-Dec-24,EQ,"2,489.00","2,496.60","2,452.00","2,487.60","2,459.55","2,457.40","2,469.89","3,743.90","2,025.00","9,90,217","2,44,57,22,193.65","56,893"
17-Dec-24,EQ,"2,512.00","2,525.00","2,480.75","2,512.40","2,488.85","2,487.60","2,503.41","3,743.90","2,025.00","10,61,891","2,65,83,51,621.40","52,797"
16-Dec-24,EQ,"2,530.00","2,537.50","2,503.00","2,527.55","2,507.00","2,512.40","2,518.05","3,743.90","2,025.00","6,54,321","1,64,76,11,587.45","39,040"
13-Dec-24,EQ,"2,504.00","2,545.00","2,479.05","2,504.10","2,527.00","2,527.55","2,516.13","3,743.90","2,025.00","19,40,935","4,88,36,46,911.65","86,754"
12-Dec-24,EQ,"2,457.00","2,534.80","2,446.25","2,457.25","2,504.00","2,504.10","2,500.62","3,743.90","2,025.00","25,79,624","6,45,06,52,651.50","1,36,426"
11-Dec-24,EQ,"2,469.00","2,480.00","2,451.00","2,467.20","2,455.00","2,457.25","2,461.57","3,743.90","2,025.00","7,12,674","1,75,42,95,160.95","43,901"
10-Dec-24,EQ,"2,501.00","2,501.00","2,455.00","2,495.85","2,467.50","2,467.20","2,473.87","3,743.90","2,025.00","11,19,844","2,77,03,52,936.95","56,796"
09-Dec-24,EQ,"2,507.90","2,526.00","2,483.15","2,506.40","2,494.80","2,495.85","2,503.59","3,743.90","2,025.00","9,58,369","2,39,93,62,640.00","53,488"
06-Dec-24,EQ,"2,520.00","2,535.00","2,502.50","2,522.55","2,504.90","2,506.40","2,517.43","3,743.90","2,025.00","12,40,437","3,12,27,17,935.80","56,172"
05-Dec-24,EQ,"2,505.00","2,538.15","2,470.25","2,494.75","2,520.90","2,522.55","2,504.40","3,743.90","2,025.00","33,33,144","8,34,75,17,764.70","1,60,996"
04-Dec-24,EQ,"2,528.00","2,530.05","2,470.10","2,514.20","2,485.00","2,494.75","2,496.08","3,743.90","2,025.00","23,44,949","5,85,31,85,591.90","1,10,526"
03-Dec-24,EQ,"2,464.00","2,558.00","2,462.05","2,457.05","2,511.00","2,514.20","2,510.57","3,743.90","2,025.00","40,70,042","10,21,81,12,745.45","1,60,160"
02-Dec-24,EQ,"2,491.35","2,508.00","2,426.60","2,463.15","2,452.10","2,457.05","2,456.14","3,743.90","2,025.00","38,07,565","9,35,19,20,237.75","1,54,130"
29-Nov-24,EQ,"2,464.05","2,520.00","2,400.00","2,437.10","2,457.00","2,463.15","2,460.36","3,743.90","2,025.00","81,91,680","20,15,44,78,534.95","3,15,730"
28-Nov-24,EQ,"2,440.00","2,526.30","2,400.00","2,397.80","2,437.00","2,437.10","2,467.73","3,743.90","2,025.00","1,44,45,549","35,64,76,47,294.05","5,90,705"
27-Nov-24,EQ,"2,180.00","2,418.00","2,142.15","2,150.50","2,399.00","2,397.80","2,324.71","3,743.90","2,025.00","1,75,02,156","40,68,75,07,250.30","6,20,492"
26-Nov-24,EQ,"2,265.60","2,292.85","2,136.00","2,257.50","2,166.85","2,150.50","2,189.62","3,743.90","2,025.00","77,23,187","16,91,08,52,564.55","3,16,539"
25-Nov-24,EQ,"2,315.00","2,333.65","2,238.00","2,228.00","2,265.20","2,257.50","2,295.02","3,743.90","2,025.00","74,66,733","17,13,63,26,445.75","2,52,789"
22-Nov-24,EQ,"2,101.00","2,289.70","2,025.00","2,183.65","2,229.90","2,228.00","2,188.51","3,743.90","2,025.00","2,09,39,196","45,82,55,77,129.80","7,11,465"
21-Nov-24,EQ,"2,539.35","2,539.35","2,155.05","2,821.50","2,160.00","2,183.65","2,254.30","3,743.90","2,142.00","2,17,96,668","49,13,62,35,919.80","7,92,663"
19-Nov-24,EQ,"2,831.00","2,894.80","2,809.80","2,818.70","2,817.00","2,821.50","2,858.60","3,743.90","2,142.00","5,36,296","1,53,30,55,140.35","44,585"
18-Nov-24,EQ,"2,826.80","2,858.65","2,793.30","2,826.80","2,820.00","2,818.70","2,825.41","3,743.90","2,142.00","4,89,692","1,38,35,79,147.35","42,870"
14-Nov-24,EQ,"2,824.00","2,844.80","2,801.00","2,816.70","2,820.00","2,826.80","2,823.39","3,743.90","2,142.00","6,46,797","1,82,61,62,603.30","66,067"
13-Nov-24,EQ,"2,860.00","2,889.00","2,808.00","2,870.00","2,817.00","2,816.70","2,840.32","3,743.90","2,142.00","8,90,146","2,52,83,02,994.40","67,503"
12-Nov-24,EQ,"2,910.00","2,930.45","2,855.00","2,903.65","2,860.00","2,870.00","2,895.50","3,743.90","2,142.00","5,97,231","1,72,92,82,684.85","53,386"
11-Nov-24,EQ,"2,928.00","2,946.80","2,888.00","2,929.10","2,903.00","2,903.65","2,915.81","3,743.90","2,142.00","5,84,144","1,70,32,52,458.10","44,808"
08-Nov-24,EQ,"2,965.10","2,995.00","2,911.25","2,970.10","2,920.00","2,929.10","2,947.35","3,743.90","2,142.00","8,35,641","2,46,29,24,364.35","49,840"
07-Nov-24,EQ,"3,045.00","3,045.00","2,943.05","3,046.25","2,962.65","2,970.10","2,968.25","3,743.90","2,142.00","12,85,585","3,81,59,33,591.20","84,570"
06-Nov-24,EQ,"2,918.00","3,070.00","2,918.00","2,915.55","3,046.25","3,046.25","3,010.70","3,743.90","2,142.00","16,76,755","5,04,82,06,527.55","99,615"
05-Nov-24,EQ,"2,897.40","2,924.00","2,870.00","2,897.40","2,917.55","2,915.55","2,898.85","3,743.90","2,142.00","7,52,303","2,18,08,14,160.90","59,721"
04-Nov-24,EQ,"2,935.00","2,943.00","2,857.75","2,949.50","2,890.00","2,897.40","2,895.82","3,743.90","2,142.00","10,59,384","3,06,77,82,789.65","87,457"
01-Nov-24,EQ,"2,960.00","2,975.60","2,928.40","2,947.25","2,941.05","2,949.50","2,957.08","3,743.90","2,142.00","3,04,673","90,09,41,095.70","13,462"
31-Oct-24,EQ,"2,967.90","2,976.50","2,933.85","2,969.30","2,948.95","2,947.25","2,950.81","3,743.90","2,142.00","11,56,390","3,41,22,92,323.30","82,267"
30-Oct-24,EQ,"2,864.00","2,997.15","2,815.05","2,848.60","2,955.00","2,969.30","2,944.04","3,743.90","2,142.00","28,84,272","8,49,14,07,655.95","1,45,520"
